Variable,n,nmiss,n_pct,nmiss_pct,Type,dev_cat,Definition
PCIP41,5879,0,1,0,num,academics,Percentage of degrees awarded in Science Technologies/Technicians.
PCIP42,5879,0,1,0,num,academics,Percentage of degrees awarded in Psychology.
PCIP43,5879,0,1,0,num,academics,"Percentage of degrees awarded in Homeland Security, Law Enforcement, Firefighting And Related Protective Services."
PCIP44,5879,0,1,0,num,academics,Percentage of degrees awarded in Public Administration And Social Service Professions.
PCIP45,5879,0,1,0,num,academics,Percentage of degrees awarded in Social Sciences.
PCIP46,5879,0,1,0,num,academics,Percentage of degrees awarded in Construction Trades.
PCIP47,5879,0,1,0,num,academics,Percentage of degrees awarded in Mechanic And Repair Technologies/Technicians.
PCIP48,5879,0,1,0,num,academics,Percentage of degrees awarded in Precision Production.
PCIP49,5879,0,1,0,num,academics,Percentage of degrees awarded in Transportation And Materials Moving.
PCIP50,5879,0,1,0,num,academics,Percentage of degrees awarded in Visual And Performing Arts.
PCIP51,5879,0,1,0,num,academics,Percentage of degrees awarded in Health Professions And Related Programs.
PCIP52,5879,0,1,0,num,academics,"Percentage of degrees awarded in Business, Management, Marketing, And Related Support Services."
PCIP54,5879,0,1,0,num,academics,Percentage of degrees awarded in History.
CIP01CERT1,5879,0,1,0,factor,academics,"Certificate of less than one academic year in Agriculture, Agriculture Operations, And Related Sciences."
CIP01CERT2,5879,0,1,0,factor,academics,"Certificate of at least one but less than two academic years in Agriculture, Agriculture Operations, And Related Sciences."
CIP01ASSOC,5879,0,1,0,factor,academics,"Associate degree in Agriculture, Agriculture Operations, And Related Sciences."
CIP01CERT4,5879,0,1,0,factor,academics,"Award of at least two but less than four academic years in Agriculture, Agriculture Operations, And Related Sciences."
CIP01BACHL,5879,0,1,0,factor,academics,"Bachelor's degree in Agriculture, Agriculture Operations, And Related Sciences."
CIP03CERT1,5879,0,1,0,factor,academics,Certificate of less than one academic year in Natural Resources And Conservation.
CIP03CERT2,5879,0,1,0,factor,academics,Certificate of at least one but less than two academic years in Natural Resources And Conservation.
CIP03ASSOC,5879,0,1,0,factor,academics,Associate degree in Natural Resources And Conservation.
CIP03CERT4,5879,0,1,0,factor,academics,Award of at least two but less than four academic years in Natural Resources And Conservation.
CIP03BACHL,5879,0,1,0,factor,academics,Bachelor's degree in Natural Resources And Conservation.
CIP04CERT1,5879,0,1,0,factor,academics,Certificate of less than one academic year in Architecture And Related Services.
CIP04CERT2,5879,0,1,0,factor,academics,Certificate of at least one but less than two academic years in Architecture And Related Services.
CIP04ASSOC,5879,0,1,0,factor,academics,Associate degree in Architecture And Related Services.
CIP04CERT4,5879,0,1,0,factor,academics,Award of at least two but less than four academic years in Architecture And Related Services.
CIP04BACHL,5879,0,1,0,factor,academics,Bachelor's degree in Architecture And Related Services.
CIP05CERT1,5879,0,1,0,factor,academics,"Certificate of less than one academic year in Area, Ethnic, Cultural, Gender, And Group Studies."
CIP05CERT2,5879,0,1,0,factor,academics,"Certificate of at least one but less than two academic years in Area, Ethnic, Cultural, Gender, And Group Studies."
CIP05ASSOC,5879,0,1,0,factor,academics,"Associate degree in Area, Ethnic, Cultural, Gender, And Group Studies."
CIP05CERT4,5879,0,1,0,factor,academics,"Award of at least two but less than four academic years in Area, Ethnic, Cultural, Gender, And Group Studies."
CIP05BACHL,5879,0,1,0,factor,academics,"Bachelor's degree in Area, Ethnic, Cultural, Gender, And Group Studies."
CIP09CERT1,5879,0,1,0,factor,academics,"Certificate of less than one academic year in Communication, Journalism, And Related Programs."
CIP09CERT2,5879,0,1,0,factor,academics,"Certificate of at least one but less than two academic years in Communication, Journalism, And Related Programs."
CIP09ASSOC,5879,0,1,0,factor,academics,"Associate degree in Communication, Journalism, And Related Programs."
CIP09CERT4,5879,0,1,0,factor,academics,"Award of at least two but less than four academic years in Communication, Journalism, And Related Programs."
CIP09BACHL,5879,0,1,0,factor,academics,"Bachelor's degree in Communication, Journalism, And Related Programs."
CIP10CERT1,5879,0,1,0,factor,academics,Certificate of less than one academic year in Communications Technologies/Technicians And Support Services.
CIP10CERT2,5879,0,1,0,factor,academics,Certificate of at least one but less than two academic years in Communications Technologies/Technicians And Support Services.
CIP10ASSOC,5879,0,1,0,factor,academics,Associate degree in Communications Technologies/Technicians And Support Services.
CIP10CERT4,5879,0,1,0,factor,academics,Award of at least two but less than four academic years in Communications Technologies/Technicians And Support Services.
CIP10BACHL,5879,0,1,0,factor,academics,Bachelor's degree in Communications Technologies/Technicians And Support Services.
CIP11CERT1,5879,0,1,0,factor,academics,Certificate of less than one academic year in Computer And Information Sciences And Support Services.
CIP11CERT2,5879,0,1,0,factor,academics,Certificate of at least one but less than two academic years in Computer And Information Sciences And Support Services.
CIP11ASSOC,5879,0,1,0,factor,academics,Associate degree in Computer And Information Sciences And Support Services.
CIP11CERT4,5879,0,1,0,factor,academics,Award of at least two but less than four academic years in Computer And Information Sciences And Support Services.
CIP11BACHL,5879,0,1,0,factor,academics,Bachelor's degree in Computer And Information Sciences And Support Services.
CIP12CERT1,5879,0,1,0,factor,academics,Certificate of less than one academic year in Personal And Culinary Services.
CIP12CERT2,5879,0,1,0,factor,academics,Certificate of at least one but less than two academic years in Personal And Culinary Services.
CIP12ASSOC,5879,0,1,0,factor,academics,Associate degree in Personal And Culinary Services.
CIP12CERT4,5879,0,1,0,factor,academics,Award of at least two but less than four academic years in Personal And Culinary Services.
CIP12BACHL,5879,0,1,0,factor,academics,Bachelor's degree in Personal And Culinary Services.
CIP13CERT1,5879,0,1,0,factor,academics,Certificate of less than one academic year in Education.
CIP13CERT2,5879,0,1,0,factor,academics,Certificate of at least one but less than two academic years in Education.
CIP13ASSOC,5879,0,1,0,factor,academics,Associate degree in Education.
CIP13CERT4,5879,0,1,0,factor,academics,Award of at least two but less than four academic years in Education.
CIP13BACHL,5879,0,1,0,factor,academics,Bachelor's degree in Education.
CIP14CERT1,5879,0,1,0,factor,academics,Certificate of less than one academic year in Engineering.
CIP14CERT2,5879,0,1,0,factor,academics,Certificate of at least one but less than two academic years in Engineering.
CIP14ASSOC,5879,0,1,0,factor,academics,Associate degree in Engineering.
CIP14CERT4,5879,0,1,0,factor,academics,Award of at least two but less than four academic years in Engineering.
CIP14BACHL,5879,0,1,0,factor,academics,Bachelor's degree in Engineering.
CIP15CERT1,5879,0,1,0,factor,academics,Certificate of less than one academic year in Engineering Technologies And Engineering-Related Fields.
CIP15CERT2,5879,0,1,0,factor,academics,Certificate of at least one but less than two academic years in Engineering Technologies And Engineering-Related Fields.
CIP15ASSOC,5879,0,1,0,factor,academics,Associate degree in Engineering Technologies And Engineering-Related Fields.
CIP15CERT4,5879,0,1,0,factor,academics,Award of at least two but less than four academic years in Engineering Technologies And Engineering-Related Fields.
CIP15BACHL,5879,0,1,0,factor,academics,Bachelor's degree in Engineering Technologies And Engineering-Related Fields.
CIP16CERT1,5879,0,1,0,factor,academics,"Certificate of less than one academic year in Foreign Languages, Literatures, And Linguistics."
CIP16CERT2,5879,0,1,0,factor,academics,"Certificate of at least one but less than two academic years in Foreign Languages, Literatures, And Linguistics."
CIP16ASSOC,5879,0,1,0,factor,academics,"Associate degree in Foreign Languages, Literatures, And Linguistics."
CIP16CERT4,5879,0,1,0,factor,academics,"Award of at least two but less than four academic years in Foreign Languages, Literatures, And Linguistics."
CIP16BACHL,5879,0,1,0,factor,academics,"Bachelor's degree in Foreign Languages, Literatures, And Linguistics."
CIP19CERT1,5879,0,1,0,factor,academics,Certificate of less than one academic year in Family And Consumer Sciences/Human Sciences.
CIP19CERT2,5879,0,1,0,factor,academics,Certificate of at least one but less than two academic years in Family And Consumer Sciences/Human Sciences.
CIP19ASSOC,5879,0,1,0,factor,academics,Associate degree in Family And Consumer Sciences/Human Sciences.
CIP19CERT4,5879,0,1,0,factor,academics,Award of at least two but less than four academic years in Family And Consumer Sciences/Human Sciences.
CIP19BACHL,5879,0,1,0,factor,academics,Bachelor's degree in Family And Consumer Sciences/Human Sciences.
CIP22CERT1,5879,0,1,0,factor,academics,Certificate of less than one academic year in Legal Professions And Studies.
CIP22CERT2,5879,0,1,0,factor,academics,Certificate of at least one but less than two academic years in Legal Professions And Studies.
CIP22ASSOC,5879,0,1,0,factor,academics,Associate degree in Legal Professions And Studies.
CIP22CERT4,5879,0,1,0,factor,academics,Award of at least two but less than four academic years in Legal Professions And Studies.
CIP22BACHL,5879,0,1,0,factor,academics,Bachelor's degree in Legal Professions And Studies.
CIP23CERT1,5879,0,1,0,factor,academics,Certificate of less than one academic year in English Language And Literature/Letters.
CIP23CERT2,5879,0,1,0,factor,academics,Certificate of at least one but less than two academic years in English Language And Literature/Letters.
CIP23ASSOC,5879,0,1,0,factor,academics,Associate degree in English Language And Literature/Letters.
CIP23CERT4,5879,0,1,0,factor,academics,Award of at least two but less than four academic years in English Language And Literature/Letters.
CIP23BACHL,5879,0,1,0,factor,academics,Bachelor's degree in English Language And Literature/Letters.
CIP24CERT1,5879,0,1,0,factor,academics,"Certificate of less than one academic year in Liberal Arts And Sciences, General Studies And Humanities."
CIP24CERT2,5879,0,1,0,factor,academics,"Certificate of at least one but less than two academic years in Liberal Arts And Sciences, General Studies And Humanities."
CIP24ASSOC,5879,0,1,0,factor,academics,"Associate degree in Liberal Arts And Sciences, General Studies And Humanities."
CIP24CERT4,5879,0,1,0,factor,academics,"Award of at least two but less than four academic years in Liberal Arts And Sciences, General Studies And Humanities."
CIP24BACHL,5879,0,1,0,factor,academics,"Bachelor's degree in Liberal Arts And Sciences, General Studies And Humanities."
CIP25CERT1,5879,0,1,0,factor,academics,Certificate of less than one academic year in Library Science.
CIP25CERT2,5879,0,1,0,factor,academics,Certificate of at least one but less than two academic years in Library Science.
CIP25ASSOC,5879,0,1,0,factor,academics,Associate degree in Library Science.
CIP25CERT4,5879,0,1,0,factor,academics,Award of at least two but less than four academic years in Library Science.
CIP25BACHL,5879,0,1,0,factor,academics,Bachelor's degree in Library Science.
CIP26CERT1,5879,0,1,0,factor,academics,Certificate of less than one academic year in Biological And Biomedical Sciences.
CIP26CERT2,5879,0,1,0,factor,academics,Certificate of at least one but less than two academic years in Biological And Biomedical Sciences.
CIP26ASSOC,5879,0,1,0,factor,academics,Associate degree in Biological And Biomedical Sciences.
CIP26CERT4,5879,0,1,0,factor,academics,Award of at least two but less than four academic years in Biological And Biomedical Sciences.
CIP26BACHL,5879,0,1,0,factor,academics,Bachelor's degree in Biological And Biomedical Sciences.
CIP27CERT1,5879,0,1,0,factor,academics,Certificate of less than one academic year in Mathematics And Statistics.
CIP27CERT2,5879,0,1,0,factor,academics,Certificate of at least one but less than two academic years in Mathematics And Statistics.
CIP27ASSOC,5879,0,1,0,factor,academics,Associate degree in Mathematics And Statistics.
CIP27CERT4,5879,0,1,0,factor,academics,Award of at least two but less than four academic years in Mathematics And Statistics.
CIP27BACHL,5879,0,1,0,factor,academics,Bachelor's degree in Mathematics And Statistics.
CIP29CERT1,5879,0,1,0,factor,academics,Certificate of less than one academic year in Military Technologies And Applied Sciences.
CIP29CERT2,5879,0,1,0,factor,academics,Certificate of at least one but less than two academic years in Military Technologies And Applied Sciences.
CIP29ASSOC,5879,0,1,0,factor,academics,Associate degree in Military Technologies And Applied Sciences.
CIP29CERT4,5879,0,1,0,factor,academics,Award of at least two but less than four academic years in Military Technologies And Applied Sciences.
CIP29BACHL,5879,0,1,0,factor,academics,Bachelor's degree in Military Technologies And Applied Sciences.
CIP30CERT1,5879,0,1,0,factor,academics,Certificate of less than one academic year in Multi/Interdisciplinary Studies.
CIP30CERT2,5879,0,1,0,factor,academics,Certificate of at least one but less than two academic years in Multi/Interdisciplinary Studies.
CIP30ASSOC,5879,0,1,0,factor,academics,Associate degree in Multi/Interdisciplinary Studies.
CIP30CERT4,5879,0,1,0,factor,academics,Award of at least two but less than four academic years in Multi/Interdisciplinary Studies.
CIP30BACHL,5879,0,1,0,factor,academics,Bachelor's degree in Multi/Interdisciplinary Studies.
CIP31CERT1,5879,0,1,0,factor,academics,"Certificate of less than one academic year in Parks, Recreation, Leisure, And Fitness Studies."
CIP31CERT2,5879,0,1,0,factor,academics,"Certificate of at least one but less than two academic years in Parks, Recreation, Leisure, And Fitness Studies."
CIP31ASSOC,5879,0,1,0,factor,academics,"Associate degree in Parks, Recreation, Leisure, And Fitness Studies."
CIP31CERT4,5879,0,1,0,factor,academics,"Award of at least two but less than four academic years in Parks, Recreation, Leisure, And Fitness Studies."
CIP31BACHL,5879,0,1,0,factor,academics,"Bachelor's degree in Parks, Recreation, Leisure, And Fitness Studies."
CIP38CERT1,5879,0,1,0,factor,academics,Certificate of less than one academic year in Philosophy And Religious Studies.
CIP38CERT2,5879,0,1,0,factor,academics,Certificate of at least one but less than two academic years in Philosophy And Religious Studies.
CIP38ASSOC,5879,0,1,0,factor,academics,Associate degree in Philosophy And Religious Studies.
CIP38CERT4,5879,0,1,0,factor,academics,Award of at least two but less than four academic years in Philosophy And Religious Studies.
CIP38BACHL,5879,0,1,0,factor,academics,Bachelor's degree in Philosophy And Religious Studies.
CIP39CERT1,5879,0,1,0,factor,academics,Certificate of less than one academic year in Theology And Religious Vocations.
CIP39CERT2,5879,0,1,0,factor,academics,Certificate of at least one but less than two academic years in Theology And Religious Vocations.
CIP39ASSOC,5879,0,1,0,factor,academics,Associate degree in Theology And Religious Vocations.
CIP39CERT4,5879,0,1,0,factor,academics,Award of at least two but less than four academic years in Theology And Religious Vocations.
CIP39BACHL,5879,0,1,0,factor,academics,Bachelor's degree in Theology And Religious Vocations.
CIP40CERT1,5879,0,1,0,factor,academics,Certificate of less than one academic year in Physical Sciences.
CIP40CERT2,5879,0,1,0,factor,academics,Certificate of at least one but less than two academic years in Physical Sciences.
CIP40ASSOC,5879,0,1,0,factor,academics,Associate degree in Physical Sciences.
CIP40CERT4,5879,0,1,0,factor,academics,Award of at least two but less than four academic years in Physical Sciences.
CIP40BACHL,5879,0,1,0,factor,academics,Bachelor's degree in Physical Sciences.
CIP41CERT1,5879,0,1,0,factor,academics,Certificate of less than one academic year in Science Technologies/Technicians.
CIP41CERT2,5879,0,1,0,factor,academics,Certificate of at least one but less than two academic years in Science Technologies/Technicians.
CIP41ASSOC,5879,0,1,0,factor,academics,Associate degree in Science Technologies/Technicians.
CIP41CERT4,5879,0,1,0,factor,academics,Award of at least two but less than four academic years in Science Technologies/Technicians.
CIP41BACHL,5879,0,1,0,factor,academics,Bachelor's degree in Science Technologies/Technicians.
CIP42CERT1,5879,0,1,0,factor,academics,Certificate of less than one academic year in Psychology.
CIP42CERT2,5879,0,1,0,factor,academics,Certificate of at least one but less than two academic years in Psychology.
CIP42ASSOC,5879,0,1,0,factor,academics,Associate degree in Psychology.
CIP42CERT4,5879,0,1,0,factor,academics,Award of at least two but less than four academic years in Psychology.
CIP42BACHL,5879,0,1,0,factor,academics,Bachelor's degree in Psychology.
CIP43CERT1,5879,0,1,0,factor,academics,"Certificate of less than one academic year in Homeland Security, Law Enforcement, Firefighting And Related Protective Services."
CIP43CERT2,5879,0,1,0,factor,academics,"Certificate of at least one but less than two academic years in Homeland Security, Law Enforcement, Firefighting And Related Protective Services."
CIP43ASSOC,5879,0,1,0,factor,academics,"Associate degree in Homeland Security, Law Enforcement, Firefighting And Related Protective Services."
CIP43CERT4,5879,0,1,0,factor,academics,"Award of at least two but less than four academic years in Homeland Security, Law Enforcement, Firefighting And Related Protective Services."
CIP43BACHL,5879,0,1,0,factor,academics,"Bachelor's degree in Homeland Security, Law Enforcement, Firefighting And Related Protective Services."
CIP44CERT1,5879,0,1,0,factor,academics,Certificate of less than one academic year in Public Administration And Social Service Professions.
CIP44CERT2,5879,0,1,0,factor,academics,Certificate of at least one but less than two academic years in Public Administration And Social Service Professions.
CIP44ASSOC,5879,0,1,0,factor,academics,Associate degree in Public Administration And Social Service Professions.
CIP44CERT4,5879,0,1,0,factor,academics,Award of at least two but less than four academic years in Public Administration And Social Service Professions.
CIP44BACHL,5879,0,1,0,factor,academics,Bachelor's degree in Public Administration And Social Service Professions.
CIP45CERT1,5879,0,1,0,factor,academics,Certificate of less than one academic year in Social Sciences.
CIP45CERT2,5879,0,1,0,factor,academics,Certificate of at least one but less than two academic years in Social Sciences.
CIP45ASSOC,5879,0,1,0,factor,academics,Associate degree in Social Sciences.
CIP45CERT4,5879,0,1,0,factor,academics,Award of at least two but less than four academic years in Social Sciences.
CIP45BACHL,5879,0,1,0,factor,academics,Bachelor's degree in Social Sciences.
CIP46CERT1,5879,0,1,0,factor,academics,Certificate of less than one academic year in Construction Trades.
CIP46CERT2,5879,0,1,0,factor,academics,Certificate of at least one but less than two academic years in Construction Trades.
CIP46ASSOC,5879,0,1,0,factor,academics,Associate degree in Construction Trades.
CIP46CERT4,5879,0,1,0,factor,academics,Award of at least two but less than four academic years in Construction Trades.
CIP46BACHL,5879,0,1,0,factor,academics,Bachelor's degree in Construction Trades.
CIP47CERT1,5879,0,1,0,factor,academics,Certificate of less than one academic year in Mechanic And Repair Technologies/Technicians.
CIP47CERT2,5879,0,1,0,factor,academics,Certificate of at least one but less than two academic years in Mechanic And Repair Technologies/Technicians.
CIP47ASSOC,5879,0,1,0,factor,academics,Associate degree in Mechanic And Repair Technologies/Technicians.
CIP47CERT4,5879,0,1,0,factor,academics,Award of at least two but less than four academic years in Mechanic And Repair Technologies/Technicians.
CIP47BACHL,5879,0,1,0,factor,academics,Bachelor's degree in Mechanic And Repair Technologies/Technicians.
CIP48CERT1,5879,0,1,0,factor,academics,Certificate of less than one academic year in Precision Production.
CIP48CERT2,5879,0,1,0,factor,academics,Certificate of at least one but less than two academic years in Precision Production.
CIP48ASSOC,5879,0,1,0,factor,academics,Associate degree in Precision Production.
CIP48CERT4,5879,0,1,0,factor,academics,Award of at least two but less than four academic years in Precision Production.
CIP48BACHL,5879,0,1,0,factor,academics,Bachelor's degree in Precision Production.
CIP49CERT1,5879,0,1,0,factor,academics,Certificate of less than one academic year in Transportation And Materials Moving.
CIP49CERT2,5879,0,1,0,factor,academics,Certificate of at least one but less than two academic years in Transportation And Materials Moving.
CIP49ASSOC,5879,0,1,0,factor,academics,Associate degree in Transportation And Materials Moving.
CIP49CERT4,5879,0,1,0,factor,academics,Award of at least two but less than four academic years in Transportation And Materials Moving.
CIP49BACHL,5879,0,1,0,factor,academics,Bachelor's degree in Transportation And Materials Moving.
CIP50CERT1,5879,0,1,0,factor,academics,Certificate of less than one academic year in Visual And Performing Arts.
CIP50CERT2,5879,0,1,0,factor,academics,Certificate of at least one but less than two academic years in Visual And Performing Arts.
CIP50ASSOC,5879,0,1,0,factor,academics,Associate degree in Visual And Performing Arts.
CIP50CERT4,5879,0,1,0,factor,academics,Award of at least two but less than four academic years in Visual And Performing Arts.
CIP50BACHL,5879,0,1,0,factor,academics,Bachelor's degree in Visual And Performing Arts.
CIP51CERT1,5879,0,1,0,factor,academics,Certificate of less than one academic year in Health Professions And Related Programs.
CIP51CERT2,5879,0,1,0,factor,academics,Certificate of at least one but less than two academic years in Health Professions And Related Programs.
CIP51ASSOC,5879,0,1,0,factor,academics,Associate degree in Health Professions And Related Programs.
CIP51CERT4,5879,0,1,0,factor,academics,Award of at least two but less than four academic years in Health Professions And Related Programs.
CIP51BACHL,5879,0,1,0,factor,academics,Bachelor's degree in Health Professions And Related Programs.
CIP52CERT1,5879,0,1,0,factor,academics,"Certificate of less than one academic year in Business, Management, Marketing, And Related Support Services."
CIP52CERT2,5879,0,1,0,factor,academics,"Certificate of at least one but less than two academic years in Business, Management, Marketing, And Related Support Services."
CIP52ASSOC,5879,0,1,0,factor,academics,"Associate degree in Business, Management, Marketing, And Related Support Services."
CIP52CERT4,5879,0,1,0,factor,academics,"Award of at least two but less than four academic years in Business, Management, Marketing, And Related Support Services."
CIP52BACHL,5879,0,1,0,factor,academics,"Bachelor's degree in Business, Management, Marketing, And Related Support Services."
CIP54CERT1,5879,0,1,0,factor,academics,Certificate of less than one academic year in History.
CIP54CERT2,5879,0,1,0,factor,academics,Certificate of at least one but less than two academic years in History.
CIP54ASSOC,5879,0,1,0,factor,academics,Associate degree in History.
CIP54CERT4,5879,0,1,0,factor,academics,Award of at least two but less than four academic years in History.
CIP54BACHL,5879,0,1,0,factor,academics,Bachelor's degree in History.
NPT4_PUB,1852,4027,0.3150195611498554,0.6849804388501446,integer,cost,Average net price for Title IV institutions (public institutions)
NPT4_PRIV,3621,2258,0.6159210750127573,0.3840789249872427,integer,cost,Average net price for Title IV institutions (private for-profit and nonprofit institutions)
NPT41_PUB,1843,4036,0.3134886885524749,0.6865113114475251,integer,cost,"Average net price for $0-$30,000 family income (public institutions)"
NPT42_PUB,1769,4110,0.30090151386290187,0.6990984861370981,integer,cost,"Average net price for $30,001-$48,000 family income (public institutions)"
NPT43_PUB,1720,4159,0.29256676305494134,0.7074332369450587,integer,cost,"Average net price for $48,001-$75,000 family income (public institutions)"
NPT44_PUB,1544,4335,0.26262969892838917,0.7373703010716108,integer,cost,"Average net price for $75,001-$110,000 family income (public institutions)"
NPT45_PUB,1333,4546,0.22673924136757953,0.7732607586324205,integer,cost,"Average net price for $110,000+ family income (public institutions)"
NPT41_PRIV,3555,2324,0.6046946759653002,0.39530532403469976,integer,cost,"Average net price for $0-$30,000 family income (private for-profit and nonprofit institutions)"
NPT42_PRIV,2862,3017,0.4868174859670012,0.5131825140329989,integer,cost,"Average net price for $30,001-$48,000 family income (private for-profit and nonprofit institutions)"
NPT43_PRIV,2606,3273,0.443272665419289,0.556727334580711,integer,cost,"Average net price for $48,001-$75,000 family income (private for-profit and nonprofit institutions)"
NPT44_PRIV,2154,3725,0.3663888416397347,0.6336111583602654,integer,cost,"Average net price for $75,001-$110,000 family income (private for-profit and nonprofit institutions)"
NPT45_PRIV,1802,4077,0.3065147133866304,0.6934852866133696,integer,cost,"Average net price for $110,000+ family income (private for-profit and nonprofit institutions)"
NPT4_048_PUB,1849,4030,0.3145092702840619,0.685490729715938,integer,cost,"Average net price for $0-$48,000 family income (public institutions)"
NPT4_048_PRIV,3592,2287,0.6109882633100867,0.3890117366899132,integer,cost,"Average net price for $0-$48,000 family income (private for-profit and nonprofit institutions)"
NPT4_3075_PUB,1792,4087,0.30481374383398535,0.6951862561660146,integer,cost,"Average net price for $30,001-$75,000 family income (public institutions)"
NPT4_3075_PRIV,2998,2881,0.5099506718829733,0.49004932811702673,integer,cost,"Average net price for $30,001-$75,000 family income (private for-profit and nonprofit institutions)"
NPT4_75UP_PUB,1572,4307,0.2673924136757952,0.7326075863242048,integer,cost,"Average net price for $75,000+ family income (public institutions)"
NPT4_75UP_PRIV,2307,3572,0.39241367579520325,0.6075863242047967,integer,cost,"Average net price for $75,000+ family income (private for-profit and nonprofit institutions)"
NUM4_PUB,1852,4027,0.3150195611498554,0.6849804388501446,integer,cost,Number of Title IV students (public institutions)
NUM4_PRIV,3622,2257,0.6160911719680218,0.38390882803197823,integer,cost,Number of Title IV students (private for-profit and nonprofit institutions)
NUM41_PUB,1852,4027,0.3150195611498554,0.6849804388501446,integer,cost,"Number of Title IV students, $0-$30,000 family income (public institutions)"
NUM42_PUB,1852,4027,0.3150195611498554,0.6849804388501446,integer,cost,"Number of Title IV students, $30,001-$48,000 family income (public institutions)"
NUM43_PUB,1852,4027,0.3150195611498554,0.6849804388501446,integer,cost,"Number of Title IV students, $48,001-$75,000 family income (public institutions)"
NUM44_PUB,1852,4027,0.3150195611498554,0.6849804388501446,integer,cost,"Number of Title IV students, $75,001-$110,000 family income (public institutions)"
NUM45_PUB,1852,4027,0.3150195611498554,0.6849804388501446,integer,cost,"Number of Title IV students, $110,000+ family income (public institutions)"
NUM41_PRIV,3621,2258,0.6159210750127573,0.3840789249872427,integer,cost,"Number of Title IV students, $0-$30,000 family income (private for-profit and nonprofit institutions)"
NUM42_PRIV,3621,2258,0.6159210750127573,0.3840789249872427,integer,cost,"Number of Title IV students, $30,001-$48,000 family income (private for-profit and nonprofit institutions)"
NUM43_PRIV,3621,2258,0.6159210750127573,0.3840789249872427,integer,cost,"Number of Title IV students, $48,001-$75,000 family income (private for-profit and nonprofit institutions)"
NUM44_PRIV,3621,2258,0.6159210750127573,0.3840789249872427,integer,cost,"Number of Title IV students, $75,001-$110,000 family income (private for-profit and nonprofit institutions)"
NUM45_PRIV,3621,2258,0.6159210750127573,0.3840789249872427,integer,cost,"Number of Title IV students, $110,000+ family income (private for-profit and nonprofit institutions)"
C150_4,2229,3650,0.3791461132845722,0.6208538867154277,num,completion,"Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion)"
C150_L4,3251,2628,0.552985201564892,0.447014798435108,num,completion,"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion)"
D150_4,2229,3650,0.3791461132845722,0.6208538867154277,integer,completion,Adjusted cohort count for completion rate at four-year institutions (denominator of 150% completion rate)
D150_L4,3251,2628,0.552985201564892,0.447014798435108,integer,completion,Adjusted cohort count for completion rate at less-than-four-year institutions (denominator of 150% completion rate)
C150_4_WHITE,2161,3718,0.36757952032658614,0.6324204796734139,num,completion,"Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion) for white students"
